n_neighbor,weights,p,Algorithm,Leaf size,Accuracy,F1 Score
9,uniform,6,brute,30,0.6603819784524976,0.6542450586522066
1,uniform,7,auto,20,0.692458374142997,0.691217941672438
1,uniform,7,auto,30,0.692458374142997,0.691217941672438
1,uniform,7,ball_tree,20,0.692458374142997,0.691217941672438
1,uniform,7,ball_tree,30,0.692458374142997,0.691217941672438
1,uniform,7,kd_tree,20,0.692458374142997,0.691217941672438
1,uniform,7,kd_tree,30,0.692458374142997,0.691217941672438
1,uniform,7,brute,20,0.692458374142997,0.691217941672438
1,uniform,7,brute,30,0.692458374142997,0.691217941672438
2,uniform,7,auto,20,0.6559745347698335,0.6511823877873825
2,uniform,7,auto,30,0.6559745347698335,0.6511823877873825
2,uniform,7,ball_tree,20,0.6559745347698335,0.6511823877873825
2,uniform,7,ball_tree,30,0.6559745347698335,0.6511823877873825
2,uniform,7,kd_tree,20,0.6559745347698335,0.6511823877873825
2,uniform,7,kd_tree,30,0.6559745347698335,0.6511823877873825
2,uniform,7,brute,20,0.6559745347698335,0.6511823877873825
2,uniform,7,brute,30,0.6559745347698335,0.6511823877873825
3,uniform,7,auto,20,0.6699314397649363,0.6666360434740436
3,uniform,7,auto,30,0.6699314397649363,0.6666360434740436
3,uniform,7,ball_tree,20,0.6699314397649363,0.6666360434740436
3,uniform,7,ball_tree,30,0.6699314397649363,0.6666360434740436
3,uniform,7,kd_tree,20,0.6699314397649363,0.6666360434740436
3,uniform,7,kd_tree,30,0.6699314397649363,0.6666360434740436
3,uniform,7,brute,20,0.6699314397649363,0.6666360434740436
3,uniform,7,brute,30,0.6699314397649363,0.6666360434740436
4,uniform,7,auto,20,0.6650342801175319,0.6605680264154777
4,uniform,7,auto,30,0.6650342801175319,0.6605680264154777
4,uniform,7,ball_tree,20,0.6650342801175319,0.6605680264154777
4,uniform,7,ball_tree,30,0.6650342801175319,0.6605680264154777
4,uniform,7,kd_tree,20,0.6650342801175319,0.6605680264154777
4,uniform,7,kd_tree,30,0.6650342801175319,0.6605680264154777
4,uniform,7,brute,20,0.6650342801175319,0.6605680264154777
4,uniform,7,brute,30,0.6650342801175319,0.6605680264154777
5,uniform,7,auto,20,0.6640548481880509,0.6595082583055387
5,uniform,7,auto,30,0.6640548481880509,0.6595082583055387
5,uniform,7,ball_tree,20,0.6640548481880509,0.6595082583055387
5,uniform,7,ball_tree,30,0.6640548481880509,0.6595082583055387
5,uniform,7,kd_tree,20,0.6640548481880509,0.6595082583055387
5,uniform,7,kd_tree,30,0.6640548481880509,0.6595082583055387
5,uniform,7,brute,20,0.6640548481880509,0.6595082583055387
5,uniform,7,brute,30,0.6640548481880509,0.6595082583055387
6,uniform,7,auto,20,0.6635651322233105,0.6594555287454599
6,uniform,7,auto,30,0.6635651322233105,0.6594555287454599
6,uniform,7,ball_tree,20,0.6635651322233105,0.6594555287454599
6,uniform,7,ball_tree,30,0.6635651322233105,0.6594555287454599
6,uniform,7,kd_tree,20,0.6635651322233105,0.6594555287454599
6,uniform,7,kd_tree,30,0.6635651322233105,0.6594555287454599
6,uniform,7,brute,20,0.6635651322233105,0.6594555287454599
6,uniform,7,brute,30,0.6635651322233105,0.6594555287454599
7,uniform,7,auto,20,0.6657688540646425,0.6606233424418013
7,uniform,7,auto,30,0.6657688540646425,0.6606233424418013
7,uniform,7,ball_tree,20,0.6657688540646425,0.6606233424418013
7,uniform,7,ball_tree,30,0.6657688540646425,0.6606233424418013
7,uniform,7,kd_tree,20,0.6657688540646425,0.6606233424418013
7,uniform,7,kd_tree,30,0.6657688540646425,0.6606233424418013
7,uniform,7,brute,20,0.6657688540646425,0.6606233424418013
7,uniform,7,brute,30,0.6657688540646425,0.6606233424418013
8,uniform,7,auto,20,0.66307541625857,0.65825863912172
8,uniform,7,auto,30,0.66307541625857,0.65825863912172
8,uniform,7,ball_tree,20,0.66307541625857,0.65825863912172
8,uniform,7,ball_tree,30,0.66307541625857,0.65825863912172
8,uniform,7,kd_tree,20,0.66307541625857,0.65825863912172
8,uniform,7,kd_tree,30,0.66307541625857,0.65825863912172
8,uniform,7,brute,20,0.66307541625857,0.65825863912172
8,uniform,7,brute,30,0.66307541625857,0.65825863912172
9,uniform,7,auto,20,0.6586679725759059,0.6523197015829036
9,uniform,7,auto,30,0.6586679725759059,0.6523197015829036
9,uniform,7,ball_tree,20,0.6586679725759059,0.6523197015829036
9,uniform,7,ball_tree,30,0.6586679725759059,0.6523197015829036
9,uniform,7,kd_tree,20,0.6586679725759059,0.6523197015829036
9,uniform,7,kd_tree,30,0.6586679725759059,0.6523197015829036
9,uniform,7,brute,20,0.6586679725759059,0.6523197015829036
9,uniform,7,brute,30,0.6586679725759059,0.6523197015829036
1,uniform,8,auto,20,0.691234084231146,0.6898693756552136
1,uniform,8,auto,30,0.691234084231146,0.6898693756552136
1,uniform,8,ball_tree,20,0.691234084231146,0.6898693756552136
1,uniform,8,ball_tree,30,0.691234084231146,0.6898693756552136
1,uniform,8,kd_tree,20,0.691234084231146,0.6898693756552136
1,uniform,8,kd_tree,30,0.691234084231146,0.6898693756552136
1,uniform,8,brute,20,0.691234084231146,0.6898693756552136
1,uniform,8,brute,30,0.691234084231146,0.6898693756552136
2,uniform,8,auto,20,0.6537708129285015,0.6487932107471812
2,uniform,8,auto,30,0.6537708129285015,0.6487932107471812
2,uniform,8,ball_tree,20,0.6537708129285015,0.6487932107471812
2,uniform,8,ball_tree,30,0.6537708129285015,0.6487932107471812
2,uniform,8,kd_tree,20,0.6537708129285015,0.6487932107471812
2,uniform,8,kd_tree,30,0.6537708129285015,0.6487932107471812
2,uniform,8,brute,20,0.6537708129285015,0.6487932107471812
2,uniform,8,brute,30,0.6537708129285015,0.6487932107471812
3,uniform,8,auto,20,0.6694417238001958,0.666062764284863
3,uniform,8,auto,30,0.6694417238001958,0.666062764284863
3,uniform,8,ball_tree,20,0.6694417238001958,0.666062764284863
3,uniform,8,ball_tree,30,0.6694417238001958,0.666062764284863
3,uniform,8,kd_tree,20,0.6694417238001958,0.666062764284863
3,uniform,8,kd_tree,30,0.6694417238001958,0.666062764284863
3,uniform,8,brute,20,0.6694417238001958,0.666062764284863
3,uniform,8,brute,30,0.6694417238001958,0.666062764284863
4,uniform,8,auto,20,0.6623408423114594,0.6577559861882303
4,uniform,8,auto,30,0.6623408423114594,0.6577559861882303
4,uniform,8,ball_tree,20,0.6623408423114594,0.6577559861882303
4,uniform,8,ball_tree,30,0.6623408423114594,0.6577559861882303
4,uniform,8,kd_tree,20,0.6623408423114594,0.6577559861882303
4,uniform,8,kd_tree,30,0.6623408423114594,0.6577559861882303
4,uniform,8,brute,20,0.6623408423114594,0.6577559861882303
4,uniform,8,brute,30,0.6623408423114594,0.6577559861882303
5,uniform,8,auto,20,0.6628305582761999,0.6582817925176457
5,uniform,8,auto,30,0.6628305582761999,0.6582817925176457
5,uniform,8,ball_tree,20,0.6628305582761999,0.6582817925176457
5,uniform,8,ball_tree,30,0.6628305582761999,0.6582817925176457
5,uniform,8,kd_tree,20,0.6628305582761999,0.6582817925176457
5,uniform,8,kd_tree,30,0.6628305582761999,0.6582817925176457
5,uniform,8,brute,20,0.6628305582761999,0.6582817925176457
5,uniform,8,brute,30,0.6628305582761999,0.6582817925176457
6,uniform,8,auto,20,0.6616062683643487,0.6574207288692694
6,uniform,8,auto,30,0.6616062683643487,0.6574207288692694
6,uniform,8,ball_tree,20,0.6616062683643487,0.6574207288692694
6,uniform,8,ball_tree,30,0.6616062683643487,0.6574207288692694
6,uniform,8,kd_tree,20,0.6616062683643487,0.6574207288692694
6,uniform,8,kd_tree,30,0.6616062683643487,0.6574207288692694
6,uniform,8,brute,20,0.6616062683643487,0.6574207288692694
6,uniform,8,brute,30,0.6616062683643487,0.6574207288692694
7,uniform,8,auto,20,0.6638099902056807,0.6586057586062303
7,uniform,8,auto,30,0.6638099902056807,0.6586057586062303
7,uniform,8,ball_tree,20,0.6638099902056807,0.6586057586062303
7,uniform,8,ball_tree,30,0.6638099902056807,0.6586057586062303
7,uniform,8,kd_tree,20,0.6638099902056807,0.6586057586062303
7,uniform,8,kd_tree,30,0.6638099902056807,0.6586057586062303
7,uniform,8,brute,20,0.6638099902056807,0.6586057586062303
7,uniform,8,brute,30,0.6638099902056807,0.6586057586062303
8,uniform,8,auto,20,0.6625857002938296,0.6576199669938554
8,uniform,8,auto,30,0.6625857002938296,0.6576199669938554
8,uniform,8,ball_tree,20,0.6625857002938296,0.6576199669938554
8,uniform,8,ball_tree,30,0.6625857002938296,0.6576199669938554
8,uniform,8,kd_tree,20,0.6625857002938296,0.6576199669938554
8,uniform,8,kd_tree,30,0.6625857002938296,0.6576199669938554
8,uniform,8,brute,20,0.6625857002938296,0.6576199669938554
8,uniform,8,brute,30,0.6625857002938296,0.6576199669938554
9,uniform,8,auto,20,0.6579333986287953,0.6515260957197547
9,uniform,8,auto,30,0.6579333986287953,0.6515260957197547
9,uniform,8,ball_tree,20,0.6579333986287953,0.6515260957197547
9,uniform,8,ball_tree,30,0.6579333986287953,0.6515260957197547
9,uniform,8,kd_tree,20,0.6579333986287953,0.6515260957197547
9,uniform,8,kd_tree,30,0.6579333986287953,0.6515260957197547
9,uniform,8,brute,20,0.6579333986287953,0.6515260957197547
9,uniform,8,brute,30,0.6579333986287953,0.6515260957197547
1,uniform,9,auto,20,0.6897649363369246,0.6884573284999067
1,uniform,9,auto,30,0.6897649363369246,0.6884573284999067
1,uniform,9,ball_tree,20,0.6897649363369246,0.6884573284999067
1,uniform,9,ball_tree,30,0.6897649363369246,0.6884573284999067
1,uniform,9,kd_tree,20,0.6897649363369246,0.6884573284999067
1,uniform,9,kd_tree,30,0.6897649363369246,0.6884573284999067
1,uniform,9,brute,20,0.6897649363369246,0.6884573284999067
1,uniform,9,brute,30,0.6897649363369246,0.6884573284999067
2,uniform,9,auto,20,0.6525465230166504,0.6474609207745134
2,uniform,9,auto,30,0.6525465230166504,0.6474609207745134
2,uniform,9,ball_tree,20,0.6525465230166504,0.6474609207745134
2,uniform,9,ball_tree,30,0.6525465230166504,0.6474609207745134
2,uniform,9,kd_tree,20,0.6525465230166504,0.6474609207745134
2,uniform,9,kd_tree,30,0.6525465230166504,0.6474609207745134
2,uniform,9,brute,20,0.6525465230166504,0.6474609207745134
2,uniform,9,brute,30,0.6525465230166504,0.6474609207745134
3,uniform,9,auto,20,0.6696865817825661,0.666365577986183
3,uniform,9,auto,30,0.6696865817825661,0.666365577986183
3,uniform,9,ball_tree,20,0.6696865817825661,0.666365577986183
3,uniform,9,ball_tree,30,0.6696865817825661,0.666365577986183
3,uniform,9,kd_tree,20,0.6696865817825661,0.666365577986183
3,uniform,9,kd_tree,30,0.6696865817825661,0.666365577986183
3,uniform,9,brute,20,0.6696865817825661,0.666365577986183
3,uniform,9,brute,30,0.6696865817825661,0.666365577986183
4,uniform,9,auto,20,0.6598922624877571,0.655262753067412
4,uniform,9,auto,30,0.6598922624877571,0.655262753067412
4,uniform,9,ball_tree,20,0.6598922624877571,0.655262753067412
4,uniform,9,ball_tree,30,0.6598922624877571,0.655262753067412
4,uniform,9,kd_tree,20,0.6598922624877571,0.655262753067412
4,uniform,9,kd_tree,30,0.6598922624877571,0.655262753067412
4,uniform,9,brute,20,0.6598922624877571,0.655262753067412
4,uniform,9,brute,30,0.6598922624877571,0.655262753067412
5,uniform,9,auto,20,0.6616062683643487,0.6570848176118811
5,uniform,9,auto,30,0.6616062683643487,0.6570848176118811
5,uniform,9,ball_tree,20,0.6616062683643487,0.6570848176118811
5,uniform,9,ball_tree,30,0.6616062683643487,0.6570848176118811
5,uniform,9,kd_tree,20,0.6616062683643487,0.6570848176118811
5,uniform,9,kd_tree,30,0.6616062683643487,0.6570848176118811
5,uniform,9,brute,20,0.6616062683643487,0.6570848176118811
5,uniform,9,brute,30,0.6616062683643487,0.6570848176118811
6,uniform,9,auto,20,0.6618511263467189,0.657616565005572
6,uniform,9,auto,30,0.6618511263467189,0.657616565005572
6,uniform,9,ball_tree,20,0.6618511263467189,0.657616565005572
6,uniform,9,ball_tree,30,0.6618511263467189,0.657616565005572
6,uniform,9,kd_tree,20,0.6618511263467189,0.657616565005572
6,uniform,9,kd_tree,30,0.6618511263467189,0.657616565005572
6,uniform,9,brute,20,0.6618511263467189,0.657616565005572
6,uniform,9,brute,30,0.6618511263467189,0.657616565005572
7,uniform,9,auto,20,0.6625857002938296,0.6573254765810657
7,uniform,9,auto,30,0.6625857002938296,0.6573254765810657
7,uniform,9,ball_tree,20,0.6625857002938296,0.6573254765810657
7,uniform,9,ball_tree,30,0.6625857002938296,0.6573254765810657
7,uniform,9,kd_tree,20,0.6625857002938296,0.6573254765810657
7,uniform,9,kd_tree,30,0.6625857002938296,0.6573254765810657
7,uniform,9,brute,20,0.6625857002938296,0.6573254765810657
7,uniform,9,brute,30,0.6625857002938296,0.6573254765810657
8,uniform,9,auto,20,0.6625857002938296,0.6576875028794674
8,uniform,9,auto,30,0.6625857002938296,0.6576875028794674
8,uniform,9,ball_tree,20,0.6625857002938296,0.6576875028794674
8,uniform,9,ball_tree,30,0.6625857002938296,0.6576875028794674
8,uniform,9,kd_tree,20,0.6625857002938296,0.6576875028794674
8,uniform,9,kd_tree,30,0.6625857002938296,0.6576875028794674
8,uniform,9,brute,20,0.6625857002938296,0.6576875028794674
8,uniform,9,brute,30,0.6625857002938296,0.6576875028794674
9,uniform,9,auto,20,0.6576885406464251,0.6511630710573018
9,uniform,9,auto,30,0.6576885406464251,0.6511630710573018
9,uniform,9,ball_tree,20,0.6576885406464251,0.6511630710573018
9,uniform,9,ball_tree,30,0.6576885406464251,0.6511630710573018
9,uniform,9,kd_tree,20,0.6576885406464251,0.6511630710573018
9,uniform,9,kd_tree,30,0.6576885406464251,0.6511630710573018
9,uniform,9,brute,20,0.6576885406464251,0.6511630710573018
9,uniform,9,brute,30,0.6576885406464251,0.6511630710573018
1,distance,1,auto,20,0.7825661116552399,0.7816866767010671
1,distance,1,auto,30,0.7825661116552399,0.7816866767010671
1,distance,1,ball_tree,20,0.7825661116552399,0.7816866767010671
1,distance,1,ball_tree,30,0.7825661116552399,0.7816866767010671
1,distance,1,kd_tree,20,0.7825661116552399,0.7816866767010671
1,distance,1,kd_tree,30,0.7825661116552399,0.7816866767010671
1,distance,1,brute,20,0.7825661116552399,0.7816866767010671
1,distance,1,brute,30,0.7825661116552399,0.7816866767010671
2,distance,1,auto,20,0.7825661116552399,0.7816866767010671
2,distance,1,auto,30,0.7825661116552399,0.7816866767010671
2,distance,1,ball_tree,20,0.7825661116552399,0.7816866767010671
2,distance,1,ball_tree,30,0.7825661116552399,0.7816866767010671
2,distance,1,kd_tree,20,0.7825661116552399,0.7816866767010671
2,distance,1,kd_tree,30,0.7825661116552399,0.7816866767010671
2,distance,1,brute,20,0.7825661116552399,0.7816866767010671
2,distance,1,brute,30,0.7825661116552399,0.7816866767010671
3,distance,1,auto,20,0.7930950048971597,0.7920551391176015
3,distance,1,auto,30,0.7930950048971597,0.7920551391176015
3,distance,1,ball_tree,20,0.7930950048971597,0.7920551391176015
3,distance,1,ball_tree,30,0.7930950048971597,0.7920551391176015
3,distance,1,kd_tree,20,0.7930950048971597,0.7920551391176015
3,distance,1,kd_tree,30,0.7930950048971597,0.7920551391176015
3,distance,1,brute,20,0.7930950048971597,0.7920551391176015
3,distance,1,brute,30,0.7930950048971597,0.7920551391176015
4,distance,1,auto,20,0.8016650342801175,0.800176322882002
4,distance,1,auto,30,0.8016650342801175,0.800176322882002
4,distance,1,ball_tree,20,0.8016650342801175,0.800176322882002
4,distance,1,ball_tree,30,0.8016650342801175,0.800176322882002
4,distance,1,kd_tree,20,0.8016650342801175,0.800176322882002
4,distance,1,kd_tree,30,0.8016650342801175,0.800176322882002
4,distance,1,brute,20,0.8016650342801175,0.800176322882002
4,distance,1,brute,30,0.8016650342801175,0.800176322882002
5,distance,1,auto,20,0.7923604309500489,0.7906482656024112
5,distance,1,auto,30,0.7923604309500489,0.7906482656024112
5,distance,1,ball_tree,20,0.7923604309500489,0.7906482656024112
5,distance,1,ball_tree,30,0.7923604309500489,0.7906482656024112
5,distance,1,kd_tree,20,0.7923604309500489,0.7906482656024112
5,distance,1,kd_tree,30,0.7923604309500489,0.7906482656024112
5,distance,1,brute,20,0.7923604309500489,0.7906482656024112
5,distance,1,brute,30,0.7923604309500489,0.7906482656024112
6,distance,1,auto,20,0.796767874632713,0.7948291709946582
6,distance,1,auto,30,0.796767874632713,0.7948291709946582
6,distance,1,ball_tree,20,0.796767874632713,0.7948291709946582
6,distance,1,ball_tree,30,0.796767874632713,0.7948291709946582
6,distance,1,kd_tree,20,0.796767874632713,0.7948291709946582
6,distance,1,kd_tree,30,0.796767874632713,0.7948291709946582
6,distance,1,brute,20,0.796767874632713,0.7948291709946582
6,distance,1,brute,30,0.796767874632713,0.7948291709946582
7,distance,1,auto,20,0.7960333006856023,0.7941569032274564
7,distance,1,auto,30,0.7960333006856023,0.7941569032274564
7,distance,1,ball_tree,20,0.7960333006856023,0.7941569032274564
7,distance,1,ball_tree,30,0.7960333006856023,0.7941569032274564
7,distance,1,kd_tree,20,0.7960333006856023,0.7941569032274564
7,distance,1,kd_tree,30,0.7960333006856023,0.7941569032274564
7,distance,1,brute,20,0.7960333006856023,0.7941569032274564
7,distance,1,brute,30,0.7960333006856023,0.7941569032274564
8,distance,1,auto,20,0.7972575905974535,0.7954950326774569
8,distance,1,auto,30,0.7972575905974535,0.7954950326774569
8,distance,1,ball_tree,20,0.7972575905974535,0.7954950326774569
8,distance,1,ball_tree,30,0.7972575905974535,0.7954950326774569
8,distance,1,kd_tree,20,0.7972575905974535,0.7954950326774569
8,distance,1,kd_tree,30,0.7972575905974535,0.7954950326774569
8,distance,1,brute,20,0.7972575905974535,0.7954950326774569
8,distance,1,brute,30,0.7972575905974535,0.7954950326774569
9,distance,1,auto,20,0.7923604309500489,0.7901140891333209
9,distance,1,auto,30,0.7923604309500489,0.7901140891333209
9,distance,1,ball_tree,20,0.7923604309500489,0.7901140891333209
9,distance,1,ball_tree,30,0.7923604309500489,0.7901140891333209
9,distance,1,kd_tree,20,0.7923604309500489,0.7901140891333209
9,distance,1,kd_tree,30,0.7923604309500489,0.7901140891333209
9,distance,1,brute,20,0.7923604309500489,0.7901140891333209
9,distance,1,brute,30,0.7923604309500489,0.7901140891333209
1,distance,2,auto,20,0.7382468168462292,0.737008048668104
1,distance,2,auto,30,0.7382468168462292,0.737008048668104
1,distance,2,ball_tree,20,0.7382468168462292,0.737008048668104
1,distance,2,ball_tree,30,0.7382468168462292,0.737008048668104
1,distance,2,kd_tree,20,0.7382468168462292,0.737008048668104
1,distance,2,kd_tree,30,0.7382468168462292,0.737008048668104
1,distance,2,brute,20,0.7382468168462292,0.737008048668104
1,distance,2,brute,30,0.7382468168462292,0.737008048668104
2,distance,2,auto,20,0.7382468168462292,0.737008048668104
2,distance,2,auto,30,0.7382468168462292,0.737008048668104
2,distance,2,ball_tree,20,0.7382468168462292,0.737008048668104
2,distance,2,ball_tree,30,0.7382468168462292,0.737008048668104
2,distance,2,kd_tree,20,0.7382468168462292,0.737008048668104
2,distance,2,kd_tree,30,0.7382468168462292,0.737008048668104
2,distance,2,brute,20,0.7382468168462292,0.737008048668104
2,distance,2,brute,30,0.7382468168462292,0.737008048668104
3,distance,2,auto,20,0.740205680705191,0.7386141665520347
3,distance,2,auto,30,0.740205680705191,0.7386141665520347
3,distance,2,ball_tree,20,0.740205680705191,0.7386141665520347
3,distance,2,ball_tree,30,0.740205680705191,0.7386141665520347
3,distance,2,kd_tree,20,0.740205680705191,0.7386141665520347
3,distance,2,kd_tree,30,0.740205680705191,0.7386141665520347
3,distance,2,brute,20,0.740205680705191,0.7386141665520347
3,distance,2,brute,30,0.740205680705191,0.7386141665520347
4,distance,2,auto,20,0.7414299706170421,0.739167393120595
4,distance,2,auto,30,0.7414299706170421,0.739167393120595
4,distance,2,ball_tree,20,0.7414299706170421,0.739167393120595
4,distance,2,ball_tree,30,0.7414299706170421,0.739167393120595
4,distance,2,kd_tree,20,0.7414299706170421,0.739167393120595
4,distance,2,kd_tree,30,0.7414299706170421,0.739167393120595
4,distance,2,brute,20,0.7414299706170421,0.739167393120595
4,distance,2,brute,30,0.7414299706170421,0.739167393120595
5,distance,2,auto,20,0.7345739471106758,0.7316450567930496
5,distance,2,auto,30,0.7345739471106758,0.7316450567930496
5,distance,2,ball_tree,20,0.7345739471106758,0.7316450567930496
5,distance,2,ball_tree,30,0.7345739471106758,0.7316450567930496
5,distance,2,kd_tree,20,0.7345739471106758,0.7316450567930496
5,distance,2,kd_tree,30,0.7345739471106758,0.7316450567930496
5,distance,2,brute,20,0.7345739471106758,0.7316450567930496
5,distance,2,brute,30,0.7345739471106758,0.7316450567930496
6,distance,2,auto,20,0.7345739471106758,0.7317323033058086
6,distance,2,auto,30,0.7345739471106758,0.7317323033058086
6,distance,2,ball_tree,20,0.7345739471106758,0.7317323033058086
6,distance,2,ball_tree,30,0.7345739471106758,0.7317323033058086
6,distance,2,kd_tree,20,0.7345739471106758,0.7317323033058086
6,distance,2,kd_tree,30,0.7345739471106758,0.7317323033058086
6,distance,2,brute,20,0.7345739471106758,0.7317323033058086
6,distance,2,brute,30,0.7345739471106758,0.7317323033058086
7,distance,2,auto,20,0.7353085210577864,0.7323372958547248
7,distance,2,auto,30,0.7353085210577864,0.7323372958547248
7,distance,2,ball_tree,20,0.7353085210577864,0.7323372958547248
7,distance,2,ball_tree,30,0.7353085210577864,0.7323372958547248
7,distance,2,kd_tree,20,0.7353085210577864,0.7323372958547248
7,distance,2,kd_tree,30,0.7353085210577864,0.7323372958547248
7,distance,2,brute,20,0.7353085210577864,0.7323372958547248
7,distance,2,brute,30,0.7353085210577864,0.7323372958547248
8,distance,2,auto,20,0.7357982370225269,0.7329242702299619
8,distance,2,auto,30,0.7357982370225269,0.7329242702299619
8,distance,2,ball_tree,20,0.7357982370225269,0.7329242702299619
8,distance,2,ball_tree,30,0.7357982370225269,0.7329242702299619
8,distance,2,kd_tree,20,0.7357982370225269,0.7329242702299619
8,distance,2,kd_tree,30,0.7357982370225269,0.7329242702299619
8,distance,2,brute,20,0.7357982370225269,0.7329242702299619
8,distance,2,brute,30,0.7357982370225269,0.7329242702299619
9,distance,2,auto,20,0.7331047992164544,0.7297789973217308
9,distance,2,auto,30,0.7331047992164544,0.7297789973217308
9,distance,2,ball_tree,20,0.7331047992164544,0.7297789973217308
9,distance,2,ball_tree,30,0.7331047992164544,0.7297789973217308
9,distance,2,kd_tree,20,0.7331047992164544,0.7297789973217308
9,distance,2,kd_tree,30,0.7331047992164544,0.7297789973217308
9,distance,2,brute,20,0.7331047992164544,0.7297789973217308
9,distance,2,brute,30,0.7331047992164544,0.7297789973217308
1,distance,3,auto,20,0.7144955925563173,0.7132729957043892
1,distance,3,auto,30,0.7144955925563173,0.7132729957043892
1,distance,3,ball_tree,20,0.7144955925563173,0.7132729957043892
1,distance,3,ball_tree,30,0.7144955925563173,0.7132729957043892
1,distance,3,kd_tree,20,0.7144955925563173,0.7132729957043892
1,distance,3,kd_tree,30,0.7144955925563173,0.7132729957043892
1,distance,3,brute,20,0.7144955925563173,0.7132729957043892
1,distance,3,brute,30,0.7144955925563173,0.7132729957043892
2,distance,3,auto,20,0.7144955925563173,0.7132729957043892
2,distance,3,auto,30,0.7144955925563173,0.7132729957043892
2,distance,3,ball_tree,20,0.7144955925563173,0.7132729957043892
2,distance,3,ball_tree,30,0.7144955925563173,0.7132729957043892
2,distance,3,kd_tree,20,0.7144955925563173,0.7132729957043892
2,distance,3,kd_tree,30,0.7144955925563173,0.7132729957043892
2,distance,3,brute,20,0.7144955925563173,0.7132729957043892
2,distance,3,brute,30,0.7144955925563173,0.7132729957043892
3,distance,3,auto,20,0.7140058765915769,0.7118231882056533
3,distance,3,auto,30,0.7140058765915769,0.7118231882056533
3,distance,3,ball_tree,20,0.7140058765915769,0.7118231882056533
3,distance,3,ball_tree,30,0.7140058765915769,0.7118231882056533
3,distance,3,kd_tree,20,0.7140058765915769,0.7118231882056533
3,distance,3,kd_tree,30,0.7140058765915769,0.7118231882056533
3,distance,3,brute,20,0.7140058765915769,0.7118231882056533
3,distance,3,brute,30,0.7140058765915769,0.7118231882056533
4,distance,3,auto,20,0.7179236043095005,0.7152512802953657
4,distance,3,auto,30,0.7179236043095005,0.7152512802953657
4,distance,3,ball_tree,20,0.7179236043095005,0.7152512802953657
4,distance,3,ball_tree,30,0.7179236043095005,0.7152512802953657
4,distance,3,kd_tree,20,0.7179236043095005,0.7152512802953657
4,distance,3,kd_tree,30,0.7179236043095005,0.7152512802953657
4,distance,3,brute,20,0.7179236043095005,0.7152512802953657
4,distance,3,brute,30,0.7179236043095005,0.7152512802953657
5,distance,3,auto,20,0.715230166503428,0.7120602051218995
5,distance,3,auto,30,0.715230166503428,0.7120602051218995
5,distance,3,ball_tree,20,0.715230166503428,0.7120602051218995
5,distance,3,ball_tree,30,0.715230166503428,0.7120602051218995
5,distance,3,kd_tree,20,0.715230166503428,0.7120602051218995
5,distance,3,kd_tree,30,0.715230166503428,0.7120602051218995
5,distance,3,brute,20,0.715230166503428,0.7120602051218995
5,distance,3,brute,30,0.715230166503428,0.7120602051218995
6,distance,3,auto,20,0.713026444662096,0.709716978641873
6,distance,3,auto,30,0.713026444662096,0.709716978641873
6,distance,3,ball_tree,20,0.713026444662096,0.709716978641873
6,distance,3,ball_tree,30,0.713026444662096,0.709716978641873
6,distance,3,kd_tree,20,0.713026444662096,0.709716978641873
6,distance,3,kd_tree,30,0.713026444662096,0.709716978641873
6,distance,3,brute,20,0.713026444662096,0.709716978641873
6,distance,3,brute,30,0.713026444662096,0.709716978641873
7,distance,3,auto,20,0.7110675808031341,0.7073270061846506
7,distance,3,auto,30,0.7110675808031341,0.7073270061846506
7,distance,3,ball_tree,20,0.7110675808031341,0.7073270061846506
7,distance,3,ball_tree,30,0.7110675808031341,0.7073270061846506
7,distance,3,kd_tree,20,0.7110675808031341,0.7073270061846506
7,distance,3,kd_tree,30,0.7110675808031341,0.7073270061846506
7,distance,3,brute,20,0.7110675808031341,0.7073270061846506
7,distance,3,brute,30,0.7110675808031341,0.7073270061846506
8,distance,3,auto,20,0.710822722820764,0.7074575679694188
8,distance,3,auto,30,0.710822722820764,0.7074575679694188
8,distance,3,ball_tree,20,0.710822722820764,0.7074575679694188
8,distance,3,ball_tree,30,0.710822722820764,0.7074575679694188
8,distance,3,kd_tree,20,0.710822722820764,0.7074575679694188
8,distance,3,kd_tree,30,0.710822722820764,0.7074575679694188
8,distance,3,brute,20,0.710822722820764,0.7074575679694188
8,distance,3,brute,30,0.710822722820764,0.7074575679694188
9,distance,3,auto,20,0.7091087169441724,0.7053585800430809
9,distance,3,auto,30,0.7091087169441724,0.7053585800430809
9,distance,3,ball_tree,20,0.7091087169441724,0.7053585800430809
9,distance,3,ball_tree,30,0.7091087169441724,0.7053585800430809
9,distance,3,kd_tree,20,0.7091087169441724,0.7053585800430809
9,distance,3,kd_tree,30,0.7091087169441724,0.7053585800430809
9,distance,3,brute,20,0.7091087169441724,0.7053585800430809
9,distance,3,brute,30,0.7091087169441724,0.7053585800430809
1,distance,4,auto,20,0.7042115572967679,0.7029855725300479
1,distance,4,auto,30,0.7042115572967679,0.7029855725300479
1,distance,4,ball_tree,20,0.7042115572967679,0.7029855725300479
1,distance,4,ball_tree,30,0.7042115572967679,0.7029855725300479
1,distance,4,kd_tree,20,0.7042115572967679,0.7029855725300479
1,distance,4,kd_tree,30,0.7042115572967679,0.7029855725300479
1,distance,4,brute,20,0.7042115572967679,0.7029855725300479
1,distance,4,brute,30,0.7042115572967679,0.7029855725300479
